spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.03944,0.01132,-0.06163,-0.01725,600,78,600,78,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.03678,0.01042,-0.05721,-0.01635,528,76,528,76,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.04423,0.01118,-0.06614,-0.02231,454,72,454,72,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.04703,0.01038,-0.06737,-0.0267,391,69,391,69,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.04978,0.00998,-0.06933,-0.03023,331,65,331,65,2005,2023,NA,NA
window_2005_2023_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.05445,0.00948,-0.07303,-0.03587,268,58,268,58,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.12813,0.02563,0.07789,0.17837,802,12,802,12,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.05992,0.00945,0.0414,0.07844,1079,21,1079,21,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.09796,0.00967,0.07901,0.1169,1244,35,1244,35,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.02012,0.00238,0.01546,0.02477,1540,44,1540,44,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.01169,0.00139,0.00897,0.01441,1884,58,1884,58,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.00958,0.00128,-0.01208,-0.00707,2080,71,2080,71,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.01599,0.00229,-0.02047,-0.0115,1900,69,1900,69,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.02325,0.00323,-0.02958,-0.01692,1735,67,1735,67,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.0329,0.00379,-0.04033,-0.02548,1698,67,1698,67,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.04197,0.00462,-0.05103,-0.03292,1550,63,1550,63,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.04913,0.00516,-0.05925,-0.03901,1407,62,1407,62,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.04881,0.005,-0.05861,-0.03901,1395,62,1395,62,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.05366,0.00536,-0.06416,-0.04315,1258,61,1258,61,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.05597,0.00554,-0.06684,-0.04511,1249,61,1249,61,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.05639,0.00559,-0.06734,-0.04544,1112,60,1112,60,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.054,0.00547,-0.06472,-0.04329,977,58,977,58,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.05324,0.00545,-0.06393,-0.04256,843,57,843,57,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.05339,0.00545,-0.06406,-0.04271,834,57,834,57,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.05706,0.0053,-0.06745,-0.04667,694,51,694,51,2005,2023,NA,NA
window_2005_2023_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.06674,0.00609,-0.07867,-0.05481,556,46,556,46,2005,2023,NA,NA
