spec,treatment,event_time,estimate,se,ci_low,ci_high,n,switchers,n_w,switchers_w,window_start,window_end,subgroup_var,subgroup
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.02748,0.01245,-0.05188,-0.00308,1280,120,1280,120,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.03107,0.01349,-0.05751,-0.00464,1156,114,1156,114,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.03452,0.01498,-0.06388,-0.00515,1037,107,1037,107,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.03303,0.01575,-0.0639,-0.00216,922,100,922,100,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.02909,0.01436,-0.05722,-9.5e-4,818,96,818,96,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.02983,0.01477,-0.05879,-8.8e-4,714,88,714,88,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.02577,0.01567,-0.05648,0.00494,621,84,621,84,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.02128,0.01491,-0.0505,0.00793,533,78,533,78,1985,2005,NA,NA
window_1985_2005_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.02003,0.01532,-0.05005,0.01,449,70,449,70,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.06841,0.0098,0.0492,0.08763,1350,55,1350,55,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.05443,0.00912,0.03656,0.07231,1534,63,1534,63,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.02959,0.00565,0.01852,0.04067,1840,72,1840,72,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.01998,0.00361,0.0129,0.02707,2191,87,2191,87,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.00778,0.0017,0.00445,0.01111,2578,103,2578,103,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.00958,0.0017,-0.01291,-0.00625,2796,115,2796,115,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.01536,0.00312,-0.02147,-0.00924,2591,114,2591,114,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.02083,0.0043,-0.02925,-0.01241,2400,108,2400,108,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.02282,0.00509,-0.03279,-0.01285,2217,106,2217,106,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.02636,0.00556,-0.03726,-0.01547,2145,106,2145,106,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.02882,0.00593,-0.04044,-0.01721,1977,105,1977,105,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.02527,0.00638,-0.03778,-0.01276,1814,97,1814,97,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.02731,0.0066,-0.04024,-0.01438,1666,92,1666,92,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.03011,0.00658,-0.043,-0.01722,1522,90,1522,90,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.03281,0.00685,-0.04623,-0.01939,1381,86,1381,86,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.0297,0.0065,-0.04245,-0.01696,1245,84,1245,84,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.03058,0.00641,-0.04314,-0.01801,1110,81,1110,81,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.02896,0.0063,-0.0413,-0.01662,977,76,977,76,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.02762,0.00603,-0.03944,-0.0158,850,75,850,75,1985,2005,NA,NA
window_1985_2005_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.02639,0.00599,-0.03813,-0.01465,717,63,717,63,1985,2005,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,0.0311,0.02078,-0.00963,0.07184,528,48,528,48,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,0.0171,0.01254,-0.00747,0.04167,668,61,668,61,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,0.0118,0.00928,-0.00639,0.02998,828,70,828,70,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,0.00917,0.00611,-0.00281,0.02114,1033,88,1033,88,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,0.00452,0.00292,-0.00121,0.01025,1282,106,1282,106,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-0.00798,0.00259,-0.01306,-0.00291,1452,135,1452,135,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,-0.00785,0.0044,-0.01647,7.6e-4,1310,134,1310,134,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,-0.01055,0.00576,-0.02183,7.3e-4,1185,133,1185,133,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-0.0137,0.0065,-0.02644,-9.6e-4,1077,132,1077,132,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.01819,0.00719,-0.03228,-0.00411,976,130,976,130,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.01916,0.00769,-0.03422,-0.00409,887,129,887,129,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.02131,0.00768,-0.03636,-0.00626,807,127,807,127,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.02314,0.00784,-0.0385,-0.00777,732,125,732,125,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.0236,0.00789,-0.03906,-0.00814,658,119,658,119,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.02381,0.00787,-0.03923,-0.00839,594,114,594,114,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.02293,0.00773,-0.03809,-0.00778,534,112,534,112,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.02297,0.00765,-0.03796,-0.00797,477,111,477,111,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.02234,0.00768,-0.03739,-0.00728,417,102,417,102,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.02085,0.0077,-0.03595,-0.00576,367,97,367,97,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.01928,0.00776,-0.0345,-0.00407,319,92,319,92,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,0.02049,0.01029,3.3e-4,0.04065,1037,58,1037,58,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.00789,0.00596,-0.00379,0.01956,1284,69,1284,69,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.00333,0.00407,-0.00465,0.01131,1475,78,1475,78,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.00347,0.00241,-0.00124,0.00818,1772,84,1772,84,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.00427,0.00139,0.00154,0.007,2108,102,2108,102,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-0.00535,0.00151,-0.00831,-0.0024,2316,131,2316,131,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-0.00998,0.0025,-0.01487,-0.00509,2139,130,2139,130,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.01321,0.00327,-0.01962,-0.0068,1975,127,1975,127,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.01378,0.00373,-0.02109,-0.00647,1893,127,1893,127,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.01713,0.00419,-0.02534,-0.00893,1740,124,1740,124,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.01813,0.00461,-0.02717,-0.0091,1596,122,1596,122,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.01418,0.00485,-0.02369,-0.00468,1460,119,1460,119,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.0143,0.0049,-0.0239,-0.00469,1328,113,1328,113,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.0153,0.00493,-0.02495,-0.00564,1201,107,1201,107,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.01713,0.00512,-0.02716,-0.0071,1084,105,1084,105,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.01691,0.00503,-0.02677,-0.00705,979,104,979,104,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.0166,0.00477,-0.02594,-0.00725,865,93,865,93,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.01679,0.00472,-0.02603,-0.00755,758,87,758,87,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.02027,0.00472,-0.02953,-0.01102,658,82,658,82,1990,2010,NA,NA
window_1990_2010_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.02209,0.00465,-0.0312,-0.01297,562,75,562,75,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.00265,0.01613,-0.02897,0.03426,722,61,722,61,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,-0.00108,0.01116,-0.02295,0.02078,856,71,856,71,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,3.4e-4,0.00912,-0.01753,0.01822,1079,84,1079,84,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.00443,0.00516,-0.00569,0.01455,1333,100,1333,100,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,9.6e-4,0.00254,-0.00402,0.00594,1635,118,1635,118,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,1,-0.00261,0.00259,-0.00768,0.00246,1822,138,1822,138,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,2,-0.00113,0.00472,-0.01038,0.00811,1656,137,1656,137,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,3,-0.00173,0.0068,-0.01505,0.01159,1506,135,1506,135,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,4,-0.0033,0.00799,-0.01896,0.01236,1369,133,1369,133,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-0.00826,0.0095,-0.02689,0.01036,1293,133,1293,133,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,6,-0.00721,0.01059,-0.02796,0.01355,1174,129,1174,129,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,7,-0.00842,0.01091,-0.02981,0.01297,1064,128,1064,128,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,8,-0.01371,0.01186,-0.03695,0.00952,957,123,957,123,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,9,-0.01845,0.0135,-0.0449,0.008,860,117,860,117,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,10,-0.01512,0.01438,-0.0433,0.01306,775,114,775,114,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,11,-0.01191,0.01443,-0.04019,0.01636,692,109,692,109,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,12,-0.01324,0.01448,-0.04163,0.01515,615,105,615,105,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,13,-0.01616,0.01482,-0.04521,0.01289,536,96,536,96,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,14,-0.01679,0.01535,-0.04686,0.01329,461,85,461,85,1990,2010,NA,NA
window_1990_2010_ln_death_rate_climate_std,ln_death_rate_climate_std,15,-0.01653,0.01508,-0.04608,0.01302,395,78,395,78,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-5,0.02566,0.00914,0.00775,0.04357,1143,50,1143,50,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-4,0.01231,0.00556,0.00141,0.02321,1412,57,1412,57,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-3,0.00771,0.0035,8.6e-4,0.01456,1610,66,1610,66,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-2,0.00763,0.00201,0.00369,0.01156,1921,72,1921,72,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,-1,0.00577,0.00121,0.0034,0.00813,2269,88,2269,88,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,1,-0.00674,0.0014,-0.00948,-0.00399,2480,114,2480,114,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,2,-0.01289,0.00242,-0.01764,-0.00814,2300,113,2300,113,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,3,-0.01799,0.00343,-0.02472,-0.01126,2134,109,2134,109,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,4,-0.01907,0.00392,-0.02675,-0.01139,2065,109,2065,109,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,5,-0.02119,0.00424,-0.02951,-0.01288,1908,107,1908,107,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,6,-0.02147,0.00442,-0.03013,-0.0128,1752,103,1752,103,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,7,-0.01803,0.00472,-0.02728,-0.00878,1603,101,1603,101,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,8,-0.01801,0.00456,-0.026950000000000002,-0.00907,1459,94,1459,94,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,9,-0.02058,0.00487,-0.03012,-0.01105,1322,92,1322,92,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,10,-0.02164,0.00496,-0.03136,-0.01193,1289,92,1289,92,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,11,-0.0224,0.00483,-0.03187,-0.01293,1166,90,1166,90,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,12,-0.02186,0.00474,-0.03116,-0.01256,1038,81,1038,81,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,13,-0.02349,0.00471,-0.03272,-0.01427,913,75,913,75,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,14,-0.02718,0.0048,-0.03659,-0.01777,791,70,791,70,1990,2010,NA,NA
window_1990_2010_ln_death_rate_no_climate_std,ln_death_rate_no_climate_std,15,-0.03331,0.00518,-0.04346,-0.02317,675,64,675,64,1990,2010,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-5,0.03774,0.01518,0.00799,0.06749,424,30,424,30,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-4,0.02053,0.00894,0.00302,0.03804,531,36,531,36,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-3,0.00138,0.01001,-0.01824,0.02101,676,55,676,55,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-2,0.00797,0.00716,-0.00605,0.022,796,70,796,70,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,-1,-0.00181,0.00337,-0.00841,0.0048,1008,90,1008,90,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,1,-0.00634,0.00326,-0.01273,5e-5,1164,122,1164,122,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,2,-0.00242,0.00497,-0.01216,0.00732,1042,121,1042,121,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,3,-0.00636,0.00623,-0.01857,0.00586,972,121,972,121,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,4,-0.00722,0.00663,-0.02021,0.00576,881,120,881,120,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,5,-0.008,0.0067,-0.02113,0.00513,808,118,808,118,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,6,-0.00781,0.00645,-0.02046,0.00484,774,118,774,118,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,7,-0.00778,0.00636,-0.02026,0.00469,707,117,707,117,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,8,-0.00655,0.00664,-0.01957,0.00647,646,116,646,116,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,9,-0.00437,0.00696,-0.01801,0.00926,591,114,591,114,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,10,-0.00514,0.00694,-0.01873,0.00845,539,111,539,111,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,11,-0.00632,0.00693,-0.01991,0.00727,492,110,492,110,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,12,-0.00841,0.00667,-0.02149,0.00466,444,107,444,107,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,13,-0.01097,0.00648,-0.02367,0.00173,398,103,398,103,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,14,-0.01322,0.00605,-0.02507,-0.00136,351,96,351,96,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_climate_std,ln_affected_rate_climate_std,15,-0.01615,0.00584,-0.02759,-0.0047,306,90,306,90,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-5,-0.00125,0.00956,-0.01999,0.01749,775,37,775,37,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-4,0.00505,0.00713,-0.00893,0.01903,906,50,906,50,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-3,0.00262,0.00541,-0.00799,0.01323,1143,64,1143,64,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-2,0.0039,0.00278,-0.00156,0.00935,1315,71,1315,71,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,-1,0.0065,0.00156,0.00343,0.00956,1544,94,1544,94,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,0,0,0,NA,NA,0,0,0,0,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,1,-0.0072,0.00162,-0.01037,-0.00402,1745,124,1745,124,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,2,-0.00843,0.00244,-0.0132,-0.00365,1657,124,1657,124,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,3,-0.00922,0.00279,-0.01468,-0.00375,1589,124,1589,124,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,4,-0.01067,0.00324,-0.01703,-0.00431,1446,122,1446,122,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,5,-0.01215,0.00371,-0.01943,-0.00488,1394,122,1394,122,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,6,-0.01162,0.00392,-0.0193,-0.00393,1357,122,1357,122,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,7,-0.01045,0.00407,-0.01843,-0.00248,1242,121,1242,121,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,8,-0.00877,0.00433,-0.01726,-2.7e-4,1129,117,1129,117,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,9,-0.0095,0.00456,-0.01844,-5.7e-4,1105,117,1105,117,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,10,-0.01064,0.00463,-0.01972,-0.00156,1008,114,1008,114,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,11,-0.0118,0.00475,-0.02112,-0.00248,913,110,913,110,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,12,-0.01059,0.00478,-0.01995,-0.00123,823,107,823,107,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,13,-0.01073,0.0047,-0.01994,-0.00152,732,100,732,100,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,14,-0.01275,0.00452,-0.02162,-0.00389,640,92,640,92,1995,2015,NA,NA
window_1995_2015_ln_affected_rate_no_climate_std,ln_affected_rate_no_climate_std,15,-0.01514,0.00435,-0.02367,-0.00662,555,87,555,87,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,-5,0.04837,0.02438,5.8e-4,0.09616,573,41,573,41,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,-4,0.01494,0.00789,-5.2e-4,0.03039,719,49,719,49,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,-3,0.00675,0.00796,-0.00885,0.02235,904,70,904,70,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,-2,0.00628,0.005,-0.00353,0.01609,1106,84,1106,84,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,-1,0.00195,0.00236,-0.00268,0.00658,1325,104,1325,104,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,0,0,0,NA,NA,0,0,0,0,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,1,8.1e-4,0.00242,-0.00394,0.00555,1496,125,1496,125,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,2,0.00355,0.00438,-0.00504,0.01215,1394,125,1394,125,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,3,0.00152,0.00556,-0.00937,0.01241,1265,124,1265,124,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,4,2.8e-4,0.00656,-0.01257,0.01313,1147,122,1147,122,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,5,-1.3e-4,0.00737,-0.01458,0.01431,1047,120,1047,120,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,6,0.0018600000000000001,0.00787,-0.01356,0.01729,1001,120,1001,120,1995,2015,NA,NA
window_1995_2015_ln_death_rate_climate_std,ln_death_rate_climate_std,7,0.00227,0.00832,-0.01404,0.01858,915,119,915,119,1995,2015,NA,NA
